Text#, Origin_Text, Adversarial_Text, Origin_Mean, Origin_std, NoiseCoeff, SNR(db), Corr_O_A, Corr_O_R, Corr_A_R, ConsistentByText, ConsistentByCorr_A_R, 
694, laying stress upon it as a wholesome means of enforcing her attention, laying stress upon it as a whole a means of enforcing her attention,  0.00,  0.14, 610, 55.73,  0.999999, -0.02, -0.02, 0, 0, 
695, he has been found under another name his own long forgotten or long concealed, he has been found under another name his own lam forgotten more long concealed, -0.00,  0.16, 610, 55.70,  0.999999,  0.01,  0.01, 0, 0, 
696, It would be worse than useless now to inquire which worse than useless to seek to know whether he has been for years overlooked, it would be worse than useless now to employ or with worse than useless to seek to know whether he has been for years overlooked, -0.00,  0.15, 610, 55.70,  0.999999, -0.09, -0.09, 0, 0, 
697, or always designedly held prisoner, always design we help prisoner,  0.00,  0.15, 590, 55.40,  0.999999,  0.02,  0.02, 0, 0, 
698, It would be worse than useless now to make any inquiries, it would be worse than useless now to make any imployries, -0.00,  0.15, 610, 55.70,  0.999999, -0.05, -0.05, 0, 0, 
699, because it would be dangerous, i ate for be dangerous,  0.00,  0.13, 10, 19.97,  0.994999, -0.01, -0.01, 0, 0, 
700, Better not to mention the subject anywhere or in any way, better not to mention the subject anywhere or any way, -0.00,  0.16, 610, 55.67,  0.999999, -0.02, -0.02, 0, 0, 
701, and to remove him for a while at all events out of France, and to remove him for a while at all events out of friends, -0.00,  0.15, 610, 55.70,  0.999999, -0.02, -0.02, 0, 0, 
702, Even I safe as an Englishman, even i say as an englishman,  0.00,  0.14, 610, 55.67,  0.999999,  0.03,  0.03, 0, 0, 
703, and even Tellson's important as they are to French credit, and even sell since important as they are to french credit,  0.00,  0.13, 610, 55.73,  0.999999,  0.04,  0.04, 0, 0, 
704, avoid all naming of the matter, the boy all naming of the matter,  0.00,  0.16, 370, 51.37,  0.999996,  0.04,  0.04, 0, 0, 
705, I carry about me not a scrap of writing openly referring to it, i carry about me not a spread of riding openly referring to it, -0.00,  0.15, 590, 55.41,  0.999999,  0.06,  0.06, 0, 0, 
706, This is a secret service altogether, this is a sea for service all together,  0.00,  0.12, 10, 19.97,  0.995008, -0.06, -0.06, 0, 0, 
707, My credentials entries and memoranda are all comprehended in the one line, my credentials entries and memoranda all comprehended in the wind line,  0.00,  0.15, 610, 55.68,  0.999999,  0.05,  0.05, 0, 0, 
708, Recalled to Life which may mean anything, we can to life which may mean anything, -0.00,  0.15, 610, 55.73,  0.999999,  0.08,  0.08, 0, 0, 
709, But what is the matter She doesn't notice a word Miss Manette Perfectly still and silent, but what is the matter he doesn't notice a word miss manette perfectly still and silent,  0.00,  0.14, 610, 55.70,  0.999999, -0.13, -0.13, 0, 0, 
710, and not even fallen back in her chair, and not even fallen back in her tear, -0.00,  0.15, 610, 55.75,  0.999999, -0.03, -0.03, 0, 0, 
711, she sat under his hand utterly insensible with her eyes open and fixed upon him, she said under his hand utterly insensible with her eyes open and fixed upon him,  0.00,  0.14, 510, 54.16,  0.999998, -0.05, -0.05, 0, 0, 
712, and with that last expression looking as if it were carved or branded into her forehead, and with that last expression looking as if it were hard for branded into her forehead,  0.00,  0.14, 610, 55.72,  0.999999, -0.08, -0.08, 0, 0, 
713, So close was her hold upon his arm that he feared to detach himself lest he should hurt her, so close was her hold upon his arm that he feared to detach himself lest he should hear her,  0.00,  0.13, 610, 55.70,  0.999999,  0.02,  0.02, 0, 0, 
714, therefore he called out loudly for assistance without moving, therefore he called down loudly for assistance without moving, -0.00,  0.14, 610, 55.74,  0.999999,  0.08,  0.08, 0, 0, 
715, A wild looking woman whom even in his agitation, a wild looking woman who even in his agitation,  0.00,  0.16, 610, 55.75,  0.999999,  0.09,  0.09, 0, 0, 
716, Mr Lorry observed to be all of a red colour and to have red hair, mister lorry had served to be all of the red color and to have red hair,  0.00,  0.15, 610, 55.71,  0.999999,  0.03,  0.03, 0, 0, 
717, and to be dressed in some extraordinary tight fitting fashion, and to be dressed in some extlordinarytyfitting fashion, -0.00,  0.14, 70, 36.89,  0.999898, -0.02, -0.02, 0, 0, 
718, and to have on her head a most wonderful bonnet like a Grenadier wooden measure, and to have on her head a most wonderful bonnet like a grenadier with a measure,  0.00,  0.15, 610, 55.74,  0.999999, -0.03, -0.03, 0, 0, 
719, and good measure too or a great Stilton cheese, and good measure to work great still conces,  0.00,  0.14, 610, 55.69,  0.999999, -0.02, -0.02, 0, 0, 
720, came running into the room in advance of the inn servants, came running into the room in advance of the inservants,  0.00,  0.15, 610, 55.69,  0.999999,  0.16,  0.16, 0, 0, 
721, and soon settled the question of his detachment from the poor young lady, and seen settled the clastion of his detachment from the four young lady, -0.00,  0.14, 50, 34.01,  0.999801,  0.20,  0.20, 0, 0, 
722, by laying a brawny hand upon his chest and sending him flying back against the nearest wall, by laying a brawny hand upon his chest and sending him flying by the gainst the nearest wall,  0.00,  0.15, 350, 50.87,  0.999996,  0.02,  0.02, 0, 0, 
723, I really think this must be a man was Mr Lorry's breathless reflection simultaneously with his coming against the wall, i really think this must be a man was mister lorry's breathless with lection simultaneously with his coming against the wall,  0.00,  0.15, 610, 55.69,  0.999999,  0.10,  0.10, 0, 0, 
724, look at you all bawled this figure addressing the inn servants, look at you all ball this figure dressing the in servants,  0.00,  0.15, 610, 55.74,  0.999999, -0.02, -0.02, 0, 0, 
725, Why don't you go and fetch things instead of standing there staring at me, why don't you go an fetch things instead of standing there staring at me,  0.00,  0.15, 130, 42.27,  0.999970, -0.06, -0.06, 0, 0, 
726, I am not so much to look at am I, i am not so much to live at an,  0.00,  0.14, 30, 29.53,  0.999443, -0.02, -0.02, 0, 0, 
727, Why don't you go and fetch things, why don't you go an fetch dans,  0.00,  0.14, 610, 55.71,  0.999999, -0.09, -0.09, 0, 0, 
728, I'll let you know if you don't bring smelling salts cold water and vinegar quick, i ll let i know if you don't bring smelling salts pulled water and vinegar twick,  0.00,  0.15, 610, 55.67,  0.999999, -0.02, -0.02, 0, 0, 
729, I will There was an immediate dispersal for these restoratives, i will there was an immediate dispersal for these resorts,  0.00,  0.14, 70, 36.88,  0.999897,  0.03,  0.03, 0, 0, 
730, and she softly laid the patient on a sofa and tended her with great skill and gentleness, and she softly laid the patient on the sofa and tended her with great skill and gentleness,  0.00,  0.14, 610, 55.71,  0.999999,  0.02,  0.02, 0, 0, 
731, calling her my precious and my bird and spreading her golden hair aside over her shoulders with great pride and care, calling her my gracious and my bird and spreading her golden hair aside over her shoulders with great pride and care,  0.00,  0.14, 610, 55.69,  0.999999, -0.04, -0.04, 0, 0, 
732, And you in brown she said, and you an brown sea fa,  0.00,  0.15, 30, 29.58,  0.999449,  0.06,  0.06, 0, 0, 
733, indignantly turning to Mr Lorry couldn't you tell her what you had to tell her, in the gently turning to mister lorry to the ti cal for what he had to tell her,  0.00,  0.15, 610, 55.69,  0.999999,  0.06,  0.06, 0, 0, 
734, without frightening her to death Look at her with her pretty pale face and her cold hands, without frightening her to death a look at her with her pretty pale face and her cold hands,  0.00,  0.14, 610, 55.71,  0.999999, -0.19, -0.19, 0, 0, 
735, Mr Lorry was so exceedingly disconcerted by a question so hard to answer, i see now i was semacetinmeisinserdify,  0.00,  0.14, 10, 20.03,  0.995072,  0.01,  0.01, 0, 0, 
736, that he could only look on at a distance, that he could only hold on ever distance,  0.00,  0.14, 610, 55.71,  0.999999,  0.03,  0.03, 0, 0, 
737, with much feebler sympathy and humility while the strong woman, with much feebler sympathy and humility while distrongromen,  0.00,  0.15, 610, 55.74,  0.999999,  0.02,  0.02, 0, 0, 
738, having banished the inn servants under the mysterious penalty of letting them know something not mentioned, having banished the in servant under the mysterious penalty of letting the mos something not mention,  0.00,  0.15, 610, 55.73,  0.999999, -0.02, -0.02, 0, 0, 
739, if they stayed there staring recovered her charge by a regular series of gradations, they stayed there staring recovered her charge by a regular series of raddasence,  0.00,  0.14, 30, 29.55,  0.999446, -0.00, -0.00, 0, 0, 
740, and coaxed her to lay her drooping head upon her shoulder, and coaxed her to lay her through being head upon her shoulder,  0.00,  0.14, 610, 55.71,  0.999999,  0.02,  0.02, 0, 0, 
741, I hope she will do well now said Mr Lorry, i hope he will do well now said mister lorry,  0.00,  0.16, 610, 55.76,  0.999999,  0.02,  0.02, 0, 0, 
742, No thanks to you in brown if she does, no thanks to you in brown if she thus,  0.00,  0.14, 610, 55.75,  0.999999, -0.09, -0.09, 0, 0, 
743, My darling pretty I hope said Mr Lorry after another pause of feeble sympathy and humility, my darling pretty i hope said mister lorry as the another pause of feeble sympathy and humility, -0.00,  0.16, 270, 48.59,  0.999993,  0.14,  0.14, 0, 0, 
744, that you accompany Miss Manette to France A likely thing too replied the strong woman, that you a company miss monettiranseliegryethingto reply the strong woman, -0.00,  0.15, 610, 55.76,  0.999999,  0.01,  0.01, 0, 0, 
745, If it was ever intended that I should go across salt water, if it was ever intended that i should go the cross all of water, -0.00,  0.14, 610, 55.69,  0.999999,  0.04,  0.04, 0, 0, 
746, do you suppose Providence would have cast my lot in an island, do use suppose providence would have cast my lad in an island, -0.00,  0.14, 610, 55.73,  0.999999,  0.01,  0.01, 0, 0, 
747, This being another question hard to answer, this being another class in heart to answer,  0.00,  0.13, 530, 54.48,  0.999998, -0.06, -0.06, 0, 0, 
748, Mr Jarvis Lorry withdrew to consider it, mister jarvis lorry with threw to consider it,  0.00,  0.14, 70, 36.89,  0.999898, -0.00, -0.00, 0, 0, 
749, A large cask of wine had been dropped and broken in the street, a large past the wine had been draught in broken in the street, -0.00,  0.14, 610, 55.69,  0.999999,  0.01,  0.01, 0, 0, 
750, The accident had happened in getting it out of a cart, the answer than had happened in getting it out of the cart,  0.00,  0.14, 610, 55.69,  0.999999, -0.07, -0.07, 0, 0, 
751, the cask had tumbled out with a run the hoops had burst, the cask had tumbled down with a run the boots had burst,  0.00,  0.12, 610, 55.77,  0.999999, -0.10, -0.10, 0, 0, 
752, and it lay on the stones just outside the door of the wine shop shattered like a walnut shell, and it lay on the stone just outside the door of the wine shop shattered like a wall nut shell,  0.00,  0.15, 610, 55.70,  0.999999, -0.03, -0.03, 0, 0, 
753, All the people within reach had suspended their business or their idleness to run to the spot and drink the wine, all the people within we had suspended their business or their idleness to run to the spot and drink the wine,  0.00,  0.14, 110, 40.83,  0.999959, -0.01, -0.01, 0, 0, 
754, The rough irregular stones of the street pointing every way and designed, the worthy regular stones of the street pointing every way and design, -0.00,  0.15, 610, 55.75,  0.999999,  0.03,  0.03, 0, 0, 
755, one might have thought expressly to lame all living creatures, when i have thought expressly to lay all living creatures,  0.00,  0.15, 610, 55.68,  0.999999, -0.07, -0.07, 0, 0, 
756, that approached them had dammed it into little pools, that approached them had done it into idle tol,  0.00,  0.14, 610, 55.69,  0.999999, -0.00, -0.00, 0, 0, 
757, these were surrounded each by its own jostling group or crowd according to its size, these worse around the each by its own jostling group or crowd according to its size,  0.00,  0.14, 610, 55.70,  0.999999,  0.02,  0.02, 0, 0, 
758, Some men kneeled down made scoops of their two hands joined and sipped or tried to help women, some men the old don made toots of their two hands joined then seek for try to help women, -0.00,  0.15, 610, 55.71,  0.999999,  0.04,  0.04, 0, 0, 
759, who bent over their shoulders to sip before the wine had all run out between their fingers, who bent over their soldiers to sit before the wine had all run out between their fingers,  0.00,  0.14, 610, 55.69,  0.999999,  0.06,  0.06, 0, 0, 
