Text#, Origin_Text, Adversarial_Text, Origin_Mean, Origin_std, NoiseCoeff, L1NormNoise, L2NormNoise, LInfNormNoise, SNR(db),Corr_O_A, Corr_O_R, Corr_A_R, ConsistentByText, ConsistentByCorr_A_R, 
658, If you could kindly mention now for instance, if you to kindly mention now for instance, -0.00,  0.14, 570,  8.937260,  0.052137,  0.001047, 55.15,  0.999998,  0.05,  0.05, 0, 0, 
659, what nine times ninepence are or how many shillings in twenty guineas, at nine times nine neck and are or how many shillings in twenty canes,  0.00,  0.15, 610, 13.825776,  0.065771,  0.001120, 55.66,  0.999999,  0.02,  0.02, 0, 0, 
660, it would be so encouraging I should be so much more at my ease about your state of mind, it would be so imparting i should be so much more at my ease about your state of mind,  0.00,  0.14, 610, 14.029454,  0.063980,  0.001011, 55.71,  0.999999,  0.04,  0.04, 0, 0, 
661, Without directly answering to this appeal, without directly answering to this occa, -0.00,  0.15, 610,  7.734830,  0.049015,  0.001099, 55.68,  0.999999,  0.11,  0.11, 0, 0, 
662, she sat so still when he had very gently raised her, he felt too and he had very simply late for,  0.00,  0.14, 10, 565.977500,  3.146710,  0.058354, 19.99,  0.995029,  0.00,  0.00, 0, 0, 
663, and the hands that had not ceased to clasp his wrists were so much more steady than they had been, and the home that had not ceased the last is less for i must more set than they have the, -0.00,  0.13, 10, 885.367803,  3.829419,  0.060578, 20.00,  0.995036, -0.00, -0.00, 0, 0, 
664, that she communicated some reassurance to Mr, that he communicated some reassurance to mister, -0.00,  0.14, 610,  8.729704,  0.050250,  0.000936, 55.70,  0.999999,  0.00,  0.00, 0, 0, 
665, Courage Business You have business before you useful business, current business you have business before he useful business,  0.00,  0.13, 610,  8.935132,  0.048632,  0.000884, 55.73,  0.999999, -0.14, -0.14, 0, 0, 
666, your mother took this course with you, your mother to this course with you,  0.00,  0.14, 50, 78.935379,  0.528717,  0.011385, 33.97,  0.999800,  0.03,  0.03, 0, 0, 
667, And when she died, and when she i, -0.00,  0.13, 30, 74.080672,  0.642801,  0.018188, 29.54,  0.999444, -0.01, -0.01, 0, 0, 
668, I believe broken hearted having never slackened her unavailing search for your father, i believe broken hearted having never slap in ford on the bailing search for your father,  0.00,  0.15, 610, 15.250349,  0.068684,  0.001088, 55.67,  0.999999,  0.04,  0.04, 0, 0, 
669, she left you at two years old to grow to be blooming beautiful and happy, she left you at two years old to grow to be blooming view the pilenhappy,  0.00,  0.15, 610, 12.500800,  0.061842,  0.001050, 55.69,  0.999999,  0.05,  0.05, 0, 0, 
670, without the dark cloud upon you of living in uncertainty whether your father soon wore his heart out in prison, without the dark cloud upon you ever living in uncertainty whether you are father in war his heart out in prison,  0.00,  0.15, 610, 18.012494,  0.074019,  0.001080, 55.73,  0.999999, -0.03, -0.03, 0, 0, 
671, or wasted there through many lingering years, or wasted there fo many lingering years, -0.00,  0.16, 610,  8.286496,  0.052978,  0.001223, 55.69,  0.999999,  0.03,  0.03, 0, 0, 
672, As he said the words he looked down with an admiring pity, as he said the words he looked down with the admiring pity,  0.00,  0.15, 590, 10.247416,  0.056853,  0.001093, 55.42,  0.999999,  0.04,  0.04, 0, 0, 
673, on the flowing golden hair as if he pictured to himself that it might have been already tinged with grey, on the flowing golden hair as if he pictured to himself that it might have been all ready to insist grade, -0.00,  0.15, 610, 16.659139,  0.070841,  0.001149, 55.68,  0.999999,  0.08,  0.08, 0, 0, 
674, You know that your parents had no great possession and that what they had was secured to your mother and to you, you know that your parents had no great possession and that what they had was seure to your mother and to you, -0.00,  0.14, 610, 16.692052,  0.070491,  0.001095, 55.68,  0.999999, -0.04, -0.04, 0, 0, 
675, There has been no new discovery of money or of any other property, they are half be no rude ably of man boy of them love far for,  0.00,  0.16, 10, 809.779065,  3.996025,  0.089925, 19.97,  0.995006, -0.01, -0.01, 0, 0, 
676, He felt his wrist held closer and he stopped, he felt his wrist held closer and he thought, -0.00,  0.13, 610,  7.581479,  0.045161,  0.000955, 55.67,  0.999999,  0.06,  0.06, 0, 0, 
677, The expression in the forehead which had so particularly attracted his notice, he express in in the forehead which had so particularly a fray his notice,  0.00,  0.14, 30, 260.607844,  1.223192,  0.021441, 29.56,  0.999448, -0.00, -0.00, 0, 0, 
678, and which was now immovable had deepened into one of pain and horror, and which was now a movable had the end in the end of cane and for,  0.00,  0.15, 610, 12.253528,  0.062067,  0.001143, 55.68,  0.999999,  0.07,  0.07, 0, 0, 
679, But he has been found He is alive, that he has been found he is alive, -0.00,  0.13, 50, 73.828878,  0.494965,  0.013009, 33.99,  0.999801, -0.01, -0.01, 0, 0, 
680, Greatly changed it is too probable almost a wreck, bravely changed it is to probe below most the red, -0.00,  0.15, 610,  9.743310,  0.054649,  0.000990, 55.73,  0.999999, -0.02, -0.02, 0, 0, 
681, it is possible though we will hope the best, it is possible that we will hope the best, -0.00,  0.14, 610,  6.712545,  0.043469,  0.001040, 55.70,  0.999999,  0.16,  0.16, 0, 0, 
682, Your father has been taken to the house of an old servant in Paris and we are going there, your father has been taken to the house of a little servant in paris and we are going there,  0.00,  0.15, 610, 15.038848,  0.067484,  0.001020, 55.72,  0.999999, -0.06, -0.06, 0, 0, 
683, I to identify him if I can you to restore him to life love duty rest comfort, i do identify him if i can use the rest for him to life love duty rest comfort, -0.00,  0.14, 610, 13.861213,  0.063143,  0.001129, 55.68,  0.999999, -0.03, -0.03, 0, 0, 
684, A shiver ran through her frame and from it through his, a shiver ran through her frame and from it grew a, -0.00,  0.14, 610,  8.297787,  0.048672,  0.001064, 55.75,  0.999999, -0.01, -0.01, 0, 0, 
685, She said in a low distinct awe stricken voice as if she were saying it in a dream, she said in a low disttingthostrikandvoice as if she were saying it in a dream,  0.00,  0.15, 610, 12.882474,  0.062558,  0.001141, 55.71,  0.999999,  0.03,  0.03, 0, 0, 
686, I am going to see his Ghost It will be his Ghost, i am being to see his boat did will be his boast, -0.00,  0.14, 610,  8.806489,  0.050462,  0.001004, 55.72,  0.999999, -0.02, -0.02, 0, 0, 
687, not him Mr Lorry quietly chafed the hands that held his arm, nothing mister loryclietly take the hands that held his arm,  0.00,  0.15, 610, 12.331735,  0.061437,  0.001211, 55.74,  0.999999,  0.01,  0.01, 0, 0, 
688, The best and the worst are known to you, the best and the worst are known to,  0.00,  0.15, 30, 125.513206,  0.881855,  0.021961, 29.55,  0.999446,  0.02,  0.02, 0, 0, 
689, now You are well on your way to the poor wronged gentleman and with a fair sea voyage, now you are well on your way to the poor wrong gentleman and with a fair seavoyane,  0.00,  0.16, 610, 15.003245,  0.070485,  0.001137, 55.68,  0.999999, -0.00, -0.00, 0, 0, 
690, and a fair land journey you will be soon at his dear side, and the fair land journey you will be soon at his dear side,  0.00,  0.15, 610, 10.036702,  0.055481,  0.001048, 55.70,  0.999999,  0.14,  0.14, 0, 0, 
691, She repeated in the same tone sunk to a whisper, she repeated in the same tone some to a whisper,  0.00,  0.14, 610,  8.066319,  0.048015,  0.000976, 55.71,  0.999999,  0.07,  0.07, 0, 0, 
692, I have been free I have been happy, he,  0.00,  0.12, 5.000000e-01, 6652.769244, 45.720695,  0.983425, -6.06,  0.442214, -0.00,  0.00, 0, 0, 
693, yet his Ghost has never haunted me Only one thing more said Mr Lorry, yet his those tes never haunted me only when thing more said mister lory,  0.00,  0.15, 610, 13.750968,  0.066012,  0.001076, 55.75,  0.999999, -0.10, -0.10, 0, 0, 
694, laying stress upon it as a wholesome means of enforcing her attention, laying stress upon it as a whole a means of enforcing her attention,  0.00,  0.14, 610, 11.481276,  0.058393,  0.001080, 55.72,  0.999999, -0.02, -0.02, 0, 0, 
695, he has been found under another name his own long forgotten or long concealed, he has been found under another name his own lam forgotten more long concealed, -0.00,  0.16, 610, 14.902652,  0.069414,  0.001136, 55.67,  0.999999,  0.01,  0.01, 0, 0, 
696, It would be worse than useless now to inquire which worse than useless to seek to know whether he has been for years overlooked, it would be worse than useless now to employ or with worse than useless to seek to know whether he has been for years overlooked, -0.00,  0.15, 610, 21.461692,  0.081192,  0.001217, 55.72,  0.999999, -0.09, -0.09, 0, 0, 
697, or always designedly held prisoner, always design we help prisoner,  0.00,  0.15, 610,  6.995205,  0.046401,  0.001084, 55.70,  0.999999,  0.02,  0.02, 0, 0, 
698, It would be worse than useless now to make any inquiries, it would be worse than useless now to make any imployries, -0.00,  0.15, 610, 10.998868,  0.058078,  0.001280, 55.70,  0.999999, -0.05, -0.05, 0, 0, 
699, because it would be dangerous, i cause it would be dangerous,  0.00,  0.13, 30, 105.271884,  0.767710,  0.019621, 29.52,  0.999443, -0.01, -0.01, 0, 0, 
700, Better not to mention the subject anywhere or in any way, better not to mention the subject anywhere or any way, -0.00,  0.16, 610, 10.488757,  0.057934,  0.001084, 55.74,  0.999999, -0.02, -0.02, 0, 0, 
701, and to remove him for a while at all events out of France, and to remove him for a while at all events out of friends, -0.00,  0.15, 610, 10.206373,  0.056361,  0.001097, 55.70,  0.999999, -0.02, -0.02, 0, 0, 
702, Even I safe as an Englishman, even i say as an englishman,  0.00,  0.14, 610,  5.772500,  0.040501,  0.000920, 55.74,  0.999999,  0.03,  0.03, 0, 0, 
703, and even Tellson's important as they are to French credit, and even sell since important as they are to french credit,  0.00,  0.13, 610,  8.723952,  0.049129,  0.000961, 55.73,  0.999999,  0.04,  0.04, 0, 0, 
704, avoid all naming of the matter, the boy all naming of the matter,  0.00,  0.16, 370,  9.701411,  0.072125,  0.001764, 51.35,  0.999996,  0.04,  0.04, 0, 0, 
705, I carry about me not a scrap of writing openly referring to it, i carry about me not a spread of writing openly referring to it, -0.00,  0.15, 590, 12.365939,  0.062286,  0.001159, 55.42,  0.999999,  0.03,  0.03, 0, 0, 
706, This is a secret service altogether, this is a sea for service all together,  0.00,  0.12, 10, 349.064972,  2.317089,  0.049490, 19.99,  0.995033, -0.06, -0.06, 0, 0, 
707, My credentials entries and memoranda are all comprehended in the one line, my credentials entries and memoranda all comprehended in the wind line,  0.00,  0.15, 610, 12.951289,  0.063557,  0.001096, 55.70,  0.999999,  0.05,  0.05, 0, 0, 
708, Recalled to Life which may mean anything, we can to life which may mean anything, -0.00,  0.15, 610,  7.762721,  0.049244,  0.001038, 55.74,  0.999999,  0.08,  0.08, 0, 0, 
709, But what is the matter She doesn't notice a word Miss Manette Perfectly still and silent, but what is the matter he doesn't notice a word miss manette perfectly still and silent,  0.00,  0.14, 610, 14.668105,  0.065159,  0.000970, 55.70,  0.999999, -0.13, -0.13, 0, 0, 
710, and not even fallen back in her chair, and not even fallen back in her ter, -0.00,  0.15, 610,  7.817687,  0.049602,  0.001102, 55.72,  0.999999,  0.01,  0.01, 0, 0, 
711, she sat under his hand utterly insensible with her eyes open and fixed upon him, she said under his hand utterly insensible with her eyes open and fixed upon him,  0.00,  0.14, 510, 16.623421,  0.076477,  0.001227, 54.16,  0.999998, -0.05, -0.05, 0, 0, 
712, and with that last expression looking as if it were carved or branded into her forehead, and with the last expression looking as if it were hard for branded into her forehead,  0.00,  0.14, 610, 14.093448,  0.063817,  0.000995, 55.68,  0.999999, -0.00, -0.00, 0, 0, 
713, So close was her hold upon his arm that he feared to detach himself lest he should hurt her, so close was her hold upon his arm that he feared to detach himself lest he should hear her,  0.00,  0.13, 610, 14.197449,  0.062059,  0.000911, 55.70,  0.999999,  0.02,  0.02, 0, 0, 
714, therefore he called out loudly for assistance without moving, therefore he called down loudly for assistance without moving, -0.00,  0.14, 610, 10.371327,  0.054714,  0.000993, 55.71,  0.999999,  0.08,  0.08, 0, 0, 
715, A wild looking woman whom even in his agitation, a wild looking woman who even in his agitation,  0.00,  0.16, 610,  9.583427,  0.055433,  0.001142, 55.71,  0.999999,  0.09,  0.09, 0, 0, 
716, Mr Lorry observed to be all of a red colour and to have red hair, mister lorry had served to be all of the red color and to have red hair,  0.00,  0.15, 610, 11.285006,  0.059073,  0.000989, 55.73,  0.999999,  0.03,  0.03, 0, 0, 
717, and to be dressed in some extraordinary tight fitting fashion, and to be dressed in some extraordinary ty fitting fashion, -0.00,  0.14, 70, 89.395019,  0.467018,  0.008527, 36.90,  0.999898, -0.03, -0.03, 0, 0, 
718, and to have on her head a most wonderful bonnet like a Grenadier wooden measure, and to have on her head a most wonderful bonnet like a grenadier with a measure,  0.00,  0.15, 610, 13.331395,  0.064181,  0.001261, 55.71,  0.999999, -0.03, -0.03, 0, 0, 
719, and good measure too or a great Stilton cheese, and good measure to or great still conces,  0.00,  0.14, 610,  8.199203,  0.049474,  0.001238, 55.68,  0.999999,  0.03,  0.03, 0, 0, 
720, came running into the room in advance of the inn servants, came running into the room in advance of the inservants,  0.00,  0.15, 610,  9.653087,  0.054630,  0.001065, 55.71,  0.999999,  0.16,  0.16, 0, 0, 
721, and soon settled the question of his detachment from the poor young lady, and so settled the clarion of his detachment from the poor young lady, -0.00,  0.14, 50, 146.886057,  0.722514,  0.011642, 33.94,  0.999798, -0.05, -0.05, 0, 0, 
722, by laying a brawny hand upon his chest and sending him flying back against the nearest wall, by laying a brawny hand upon his chest and sending him flying by the gainst the newest wall,  0.00,  0.15, 330, 30.699868,  0.131897,  0.002346, 50.39,  0.999995,  0.02,  0.02, 0, 0, 
